indice,residuos,residuos_especiales,agua,energia,conciencia
9246,1,0,0.5,1,0
9247,1,0,0.5,1,0.5
9248,0.5,0,0.5,0.5,0
9249,1,0.5,1,0,0
9250,0.5,0.5,0.5,0.5,0.5
9251,1,1,0,0,0
9252,0,0,0,0,0
9253,0.5,0,0,0,0
9254,1,0.5,0.5,0,0.5
9255,0.5,0,0.5,0,0.5
9256,1,0,0,0,0
9257,1,1,1,1,0
9258,0.5,1,1,0,1
9259,0.5,0,0,0,1
9260,0.5,0.5,0.5,0.5,0
9261,1,0,1,0,0.5
9262,1,0.5,0.5,0,1
9263,0.5,0,1,0.5,0.5
9264,0,1,0,1,1
9265,0.5,0,1,0.5,0
9266,1,0.5,1,0,1
9267,0,0,0,0,0
9268,1,0,0,0,1
9269,1,0,0,0.5,0
9270,1,0.5,0,0,1
9271,1,0,0.5,0,0
9272,1,0,0.5,0,0
9273,1,0,0.5,0.5,0
9274,1,0,1,0,0
9275,1,0,0,0.5,0
9276,1,0,0.5,0.5,0.5
9277,1,0,1,1,0
9278,1,0.5,0,0,0
9279,1,0,0.5,0,0.5
9280,0.5,0,0,1,0.5
9281,1,1,1,0,0.5
9282,0.5,0,0.5,0,1
9283,1,0,0,0,0.5
9284,1,0,0.5,0,0.5
9285,1,0,1,0,1
9286,0,1,1,0,0.5
9287,1,0,0.5,0,1
9288,1,1,0.5,1,0
9289,1,0.5,1,1,0
9290,0.5,1,1,0,0.5
9291,1,1,0.5,1,1
9292,1,0.5,1,1,0.5
9293,1,1,1,0.5,0.5
9294,1,1,1,1,0.5
9295,1,1,0.5,0,0
9296,0.5,0.5,0.5,1,0.5
9297,1,1,1,1,0
9298,0,1,0,1,0
9299,0,1,0.5,0,0.5
9300,0,0.5,1,0,0.5
9301,1,0.5,1,0,0.5
9302,0,0.5,0,0.5,0.5
9303,0.5,0.5,1,0.5,1
9304,1,1,0.5,0,1
9305,1,1,1,0.5,0
9306,0,0.5,0.5,0.5,0.5
9307,0,0.5,1,0.5,0
9308,0,0.5,1,0,0.5
9309,0,1,0.5,0,0
9310,1,1,1,0,0.5
9311,0.5,0.5,0,0,0
9312,0,0,0.5,0.5,0.5
9313,1,1,1,0,1
9314,1,0.5,0.5,0.5,1
9315,0,0,1,1,0
9316,1,0.5,0.5,1,0.5
9317,1,0.5,1,0,0
9318,1,1,0.5,1,0
9319,0.5,0,0,0.5,1
9320,0,0.5,0,0,0.5
9321,1,0.5,0.5,0,0
9322,0.5,1,0,0,0
9323,0.5,0,0,0,0.5
9324,1,1,0,0,0
9325,0.5,0,1,1,0.5
9326,1,0.5,0,0,0
9327,0.5,0.5,1,1,0.5
9328,1,0.5,0.5,1,0
9329,0.5,0,0.5,1,0
9330,0.5,0,0.5,0,0.5
9331,0,0,0.5,0.5,1
9332,0,1,0.5,0,1
9333,1,0,1,1,0.5
9334,1,0.5,0.5,1,0
9335,1,0.5,0.5,0,0
9336,0,0,0,0,0
9337,0.5,0.5,1,0,0
9338,1,0.5,0,0,0.5
9339,1,0.5,0,1,0.5
9340,1,1,0.5,0,0.5
9341,0.5,1,0,0,0.5
9342,0,0.5,0.5,0,0
9343,1,1,1,0.5,0
9344,1,0.5,0.5,1,1
9345,0.5,0.5,1,0.5,0
9346,1,0,0,1,0.5
9347,1,0.5,0,0.5,1
9348,0,0,1,0,1
9349,0.5,0,1,0,0.5
9350,0.5,0,0,0,0
9351,0.5,0,0.5,0.5,0.5
9352,1,1,0,0,0.5
9353,0.5,0,0,1,0.5
9354,0,0,0,0.5,0.5
9355,0.5,0,1,0,0.5
9356,1,0,0,0.5,0.5
9357,0.5,0,0,0,1
9358,0.5,0,1,0,0.5
9359,0.5,0,0.5,0,0.5
9360,0.5,0.5,0.5,0.5,1
9361,1,0.5,1,0.5,1
9362,1,0,0.5,0,0
9363,1,0.5,1,0,1
9364,1,0.5,1,1,1
9365,0.5,0,1,0,0
9366,1,0.5,0.5,0.5,1
9367,1,0.5,1,1,1
9368,0,0,1,1,0
9369,1,0,0,0,0.5
9370,0,0,0,1,0
9371,0.5,1,1,0.5,0.5
9372,0.5,0.5,0,0,1
9373,1,0.5,1,0.5,0.5
9374,0.5,0.5,0.5,1,1
9375,1,0.5,1,0.5,1
9376,0.5,1,0,0.5,0.5
9377,1,0.5,1,1,1
9378,1,0.5,0,0.5,0
9379,1,0.5,0.5,0,0
9380,0.5,0,0.5,0,0.5
9381,1,0.5,0.5,0.5,0.5
9382,1,0,0,0,0.5
9383,0.5,0,1,0,0.5
9384,1,0,0,1,0.5
9385,1,0,1,0,0.5
9386,1,0,1,0.5,1
9387,0,0,1,1,0.5
9388,0.5,0,0.5,1,0.5
9389,1,0,0,0.5,0.5
9390,0.5,0,0.5,0,0.5
9391,1,0,1,0,0
9392,0.5,0.5,0,1,0
9393,1,0.5,1,1,0.5
9394,0.5,1,0.5,1,1
9395,1,1,0.5,0.5,1
9396,0,0.5,0,0.5,0
9397,1,1,1,0.5,0
9398,0,0.5,0,0.5,0
9399,1,1,0.5,1,1
9400,0,1,0.5,1,0.5
9401,1,1,0.5,1,0.5
9402,1,0.5,1,1,0
9403,0.5,1,0,1,0.5
9404,1,1,1,1,0.5
9405,1,0.5,1,0,1
9406,1,1,1,1,0
9407,0,1,0.5,1,1
9408,1,0.5,0,0.5,0.5
9409,1,0.5,0.5,0.5,1
9410,1,0.5,1,1,0
9411,0.5,0.5,0.5,0.5,1
9412,0.5,0.5,0.5,0.5,1
9413,1,1,0.5,0.5,0.5
9414,0.5,1,0,1,0.5
9415,0,0.5,1,1,0.5
9416,1,0,0,0,1
9417,1,0.5,1,0,1
9418,0.5,0,1,0,1
9419,1,0,1,0,0.5
9420,1,0.5,0.5,0,0.5
9421,1,0.5,1,0,1
9422,0,0,0.5,1,1
9423,1,0,1,0,1
9424,0,0,1,0,1
9425,1,0.5,1,0,1
9426,1,0.5,1,1,1
9427,0.5,0.5,0.5,0,1
9428,1,0,1,1,0.5
9429,0.5,0.5,1,0,1
9430,0.5,0,1,0.5,0.5
9431,1,0,0.5,0,0.5
9432,1,0.5,1,1,1
9433,1,0,1,1,1
9434,0.5,0,0.5,0,1
9435,1,0.5,0,0.5,0
9436,1,0,1,0.5,1
9437,0.5,0,0.5,0,1
9438,1,0,1,0,0.5
9439,0.5,0,0.5,0.5,1
9440,1,0,1,0.5,1
9441,1,0,0,0,1
9442,1,0,0.5,1,1
9443,1,0,1,0,1
9444,0.5,0,0.5,1,1
9445,1,0,0.5,1,1
9446,1,0,1,1,0.5
9447,1,0,1,0.5,1
9448,1,0,0.5,0,1
9449,0,0,1,0,0
9450,1,0.5,0.5,0.5,1
9451,0.5,0,0.5,0.5,1
9452,0.5,0,0,0.5,1
9453,0.5,0,1,0,1
9454,0.5,0,0.5,1,0.5
9455,0.5,0,0,1,1
9456,1,1,0,0,1
9457,1,0,0,1,0.5
9458,1,0,0,0,1
9459,1,1,0,0.5,1
9460,0.5,0.5,1,0.5,0.5
9461,1,0.5,1,0.5,0.5
9462,0.5,0,0.5,1,1
9463,0.5,0.5,0.5,0.5,1
9464,0.5,0,0,0,0
9465,1,0,1,0,0.5
9466,1,0,1,0,0.5
9467,1,0.5,0.5,0,1
9468,1,0,0,0.5,0
9469,0.5,0,1,0,0.5
9470,1,0,0.5,0,0.5
9471,1,0.5,1,0,1
9472,1,0,0.5,0,1
9473,0.5,0,1,0,0.5
9474,1,0,1,0,1
9475,1,0.5,0.5,0.5,0.5
9476,1,0,1,1,0.5
9477,0.5,0,1,1,0
9478,0.5,0,0.5,1,1
9479,1,0,0,1,1
9480,1,0.5,0.5,1,0.5
9481,1,0,1,0.5,0
9482,1,0,1,0,1
9483,1,0,0.5,1,1
9484,0.5,0.5,0.5,0.5,1
9485,1,0.5,0.5,0,0.5
9486,1,1,1,0.5,1
9487,1,0,0,1,0
9488,0.5,0,1,0.5,1
9489,1,0,0,1,1
9490,0.5,0,0,1,1
9491,0.5,0,0,1,1
9492,1,0.5,0.5,1,1
9493,1,0,1,0.5,1
9494,0,0.5,0,0,0
9495,0.5,0,1,1,1
9496,0.5,0,0,1,1
9497,1,0,1,1,1
9498,1,0,1,1,0
9499,1,0,0.5,0,0.5
9500,1,0,1,0,0.5
9501,1,0.5,1,0,0.5
9502,0,0,1,0,0.5
9503,1,0,0.5,0.5,0.5
9504,1,0,1,1,0.5
9505,0,0.5,0,0,0
9506,1,0,0.5,1,0.5
9507,0,0,0,0.5,1
9508,1,0,1,0.5,0
9509,1,0,1,1,0.5
9510,1,0.5,1,0,0.5
9511,0.5,0,0,0,0
9512,1,0,0,0.5,0
9513,1,0,0,0,0
9514,0,0,1,0,0.5
9515,0.5,0,0,0.5,1
9516,0,0,0,1,0
9517,1,0,1,1,0
9518,0,0,1,0,0
9519,1,0,1,0,1
9520,0,0,0.5,0,0
9521,1,0,0,0,1
9522,0,0,0,1,0.5
9523,0.5,0,0,1,0.5
9524,0.5,0,0,0,0.5
9525,1,0,0,0,0.5
9526,1,0,1,0.5,0.5
9527,1,0,0.5,0.5,1
9528,0.5,0,1,0.5,0.5
9529,0,0.5,1,0,1
9530,0,0.5,0,0,0
9531,1,0.5,1,0,1
9532,0,0,1,0,1
9533,1,0,0,0,0
9534,0.5,0,0,0,0.5
9535,0.5,0,0.5,1,1
9536,0.5,0,0,0,0.5
9537,0.5,0,0,0,0.5
9538,1,0,0,0.5,0.5
9539,1,0,1,0.5,1
9540,0,0.5,0.5,0.5,0
9541,1,0,1,0,1
9542,0.5,0,1,1,1
9543,1,0.5,0.5,0.5,0.5
9544,1,0.5,0.5,0.5,1
9545,0.5,0.5,0.5,0,1
9546,1,0.5,1,0.5,0
9547,0.5,0,0,0,0.5
9548,0.5,0,0.5,1,0.5
9549,0.5,0,0.5,0,1
9550,0.5,0,0,0.5,0.5
9551,1,1,1,0.5,0.5
9552,0.5,0,0,0.5,0.5
9553,1,0,1,1,1
9554,1,0,0.5,1,1
9555,1,0.5,0,0.5,0
9556,1,0.5,0.5,0.5,0.5
9557,0.5,0.5,1,0.5,0
9558,1,0,0,1,1
9559,0.5,0,0.5,0.5,0.5
9560,0.5,0,0,0.5,0.5
9561,0.5,0,0.5,0,0.5
9562,0.5,0,0.5,0,0.5
9563,0.5,0,0,1,1
9564,0.5,0,1,0,1
9565,0,0,1,0,0.5
9566,0.5,1,0,0,0.5
9567,0.5,0,1,1,0.5
9568,0.5,0.5,0.5,0.5,0.5
9569,1,0.5,0,0.5,0
9570,1,0,0.5,0,1
9571,0.5,0,0.5,1,0.5
9572,0.5,0,1,0,1
9573,0.5,0,0,0.5,0.5
9574,0.5,0,0,0,1
9575,1,0,0.5,0.5,0.5
9576,1,0,1,0.5,0.5
9577,1,0,0.5,1,0.5
9578,1,0,0.5,1,1
9579,1,0.5,0.5,0.5,1
9580,0.5,0.5,1,1,0.5
9581,1,0.5,0,0,1
9582,1,0.5,0.5,0.5,1
9583,1,0,0,0.5,0.5
9584,0.5,0,1,1,0.5
9585,0.5,0,0,0.5,1
9586,0.5,0,0.5,0.5,0.5
9587,1,0,0.5,1,0.5
9588,1,0.5,0.5,0.5,1
9589,1,0.5,0,0.5,0
9590,0.5,0.5,0.5,1,1
9591,0,0,0,0,0.5
9592,1,0,0.5,0.5,1
9593,0.5,0,0,0.5,1
9594,0.5,0.5,0.5,0.5,0
9595,1,0,1,0.5,0.5
9596,1,0,1,0,0
9597,1,0,0.5,0,0
9598,1,1,0,1,0.5
9599,0.5,0,1,0,0.5
9600,0.5,0,0,1,0
9601,0.5,0,0,0.5,0
9602,1,0,0.5,0,0
9603,0,1,1,0,0.5
9604,1,0,0.5,0,0
9605,1,0,0.5,0.5,0.5
9606,1,0,0,0,0.5
9607,1,0,0,0,0.5
9608,1,0.5,0,0.5,0.5
9609,1,0,0,0,0.5
9610,0.5,0,1,0,0
9611,1,0,1,0,0.5
9612,1,0.5,1,1,0.5
9613,1,0.5,1,1,1
9614,1,0.5,1,1,0.5
9615,1,0,1,0,0
9616,1,0,0.5,0.5,0.5
9617,0,0,0,1,0.5
9618,0.5,0,0.5,0.5,0.5
9619,0.5,0.5,1,0.5,0.5
9620,1,0.5,1,0.5,0.5
9621,1,0.5,1,0,0.5
9622,0.5,0.5,1,0.5,0.5
9623,0.5,0.5,0,0.5,0.5
9624,0.5,1,1,1,1
9625,1,0,1,0,0.5
9626,0.5,0.5,0.5,0.5,1
9627,0.5,0,1,0.5,0.5
9628,1,0.5,0,0.5,0.5
9629,1,0.5,0.5,1,1
9630,1,0.5,1,1,0.5
9631,1,0.5,0.5,0.5,0.5
9632,0.5,0,0,1,0
9633,0,0,1,1,1
9634,1,0.5,0,0.5,0.5
9635,1,0.5,0,0.5,1
9636,0.5,0.5,0,0.5,0
9637,0.5,0,0,1,0
9638,1,0.5,0,0.5,0
9639,0.5,0.5,0.5,0,1
9640,1,0.5,0.5,1,0
9641,0.5,0.5,1,1,1
9642,1,0.5,1,0.5,0.5
9643,1,0,0,1,1
9644,0,0.5,1,0.5,0.5
9645,1,0.5,0,0.5,0
9646,0.5,0,0.5,1,1
9647,1,0.5,1,1,0
9648,0.5,0.5,1,0,1
9649,1,1,1,0.5,0
9650,0.5,0,0,1,1
9651,1,0.5,0,0.5,0.5
9652,0.5,0.5,0.5,1,0.5
9653,1,0.5,0,0.5,0.5
9654,0,0,0.5,0,1
9655,1,0,0.5,0.5,1
9656,1,0,0.5,1,1
9657,1,0.5,0.5,0.5,1
9658,1,0.5,0,0.5,1
9659,1,0.5,0.5,0.5,0.5
9660,1,0.5,0.5,0.5,1
9661,0.5,0.5,0,0,0.5
9662,0,0.5,0,0.5,0.5
9663,0.5,0.5,0.5,0.5,0.5
9664,1,0,0,0,0.5
9665,1,1,1,0,0.5
9666,1,0,1,0.5,1
9667,0.5,0.5,1,0,1
9668,0.5,0,0,0,1
9669,0.5,0.5,0,0,0.5
9670,1,0,0.5,0.5,1
9671,0,0.5,0.5,0.5,0.5
9672,1,0.5,0,0.5,0.5
9673,1,0,0,0,0.5
9674,1,0.5,0.5,0.5,1
9675,1,0.5,0,1,0.5
9676,0,0,0.5,0.5,0.5
9677,1,0,0,0.5,1
9678,1,0.5,0.5,0,0.5
9679,1,0,0.5,0.5,1
9680,1,0,0,1,1
9681,0,0,0,0.5,1
9682,1,0.5,0.5,0.5,1
9683,1,0,0,1,1
9684,1,0,0,1,1
9685,0,0,0.5,0,0.5
9686,0.5,0,0,0.5,1
9687,0,0,1,0.5,0.5
9688,0.5,0.5,0,1,1
9689,1,0.5,0.5,0,1
9690,0,0,1,1,1
9691,1,0.5,1,0.5,1
9692,1,0,0,0.5,1
9693,1,0.5,0.5,0.5,1
9694,1,0,0.5,0.5,1
9695,1,0,0,1,1
9696,1,0,0,1,1
9697,1,0,1,1,0.5
9698,1,0,0,1,1
9699,1,0,0.5,1,1
9700,0.5,0.5,0.5,0.5,1
9701,1,0,0,1,1
9702,1,0,0,1,1
9703,1,0,0,1,1
9704,0.5,0.5,0.5,0.5,1
9705,0.5,0,0,0.5,1
9706,1,0,1,0.5,0.5
9707,0.5,0,0,0.5,1
9708,1,0,0.5,0.5,1
9709,1,0,0,1,1
9710,0.5,0.5,0.5,0.5,1
9711,1,0,0,1,0.5
9712,1,0,0,0.5,0.5
9713,0.5,0,0.5,1,1
9714,1,0.5,0,1,1
9715,1,0,0,0.5,1
9716,1,0,1,0.5,1
9717,1,0.5,1,0.5,0.5
9718,1,0.5,1,0.5,1
9719,1,1,0,0.5,0.5
9720,1,0,0,1,0.5
9721,1,0,1,1,1
9722,0.5,0,0,1,0.5
9723,0.5,0,1,0.5,1
9724,1,0.5,0.5,0.5,1
9725,1,0.5,0.5,0.5,1
9726,1,0,0.5,0,1
9727,0.5,0,1,1,1
9728,0,0,1,0,1
9729,1,0,1,1,1
9730,0,0.5,0.5,0,1
9731,1,0,0.5,0,0.5
9732,1,0,1,1,0
9733,1,0.5,0.5,0.5,1
9734,1,0.5,0.5,0.5,0.5
9735,1,0,1,0,0.5
9736,1,0,0.5,0,0.5
9737,0.5,0,0.5,1,0
9738,1,0,1,0,0.5
9739,1,0.5,0.5,0.5,1
9740,0.5,0,0.5,0,0
9741,0,0,0,1,0.5
9742,1,0.5,0.5,1,1
9743,0.5,0.5,0.5,1,0.5
9744,0.5,0,1,1,0.5
9745,1,0,1,0,0.5
9746,1,0.5,0.5,0.5,1
9747,1,0.5,0.5,0.5,1
9748,1,0,1,0,1
9749,1,0,1,1,0.5
9750,1,0,0.5,0,0.5
9751,1,0.5,0.5,0.5,0.5
9752,1,0,0,0,0.5
9753,0.5,0,1,1,0.5
9754,1,0.5,0.5,1,1
9755,1,0.5,0,0.5,0
9756,0.5,0.5,1,1,1
9757,1,0.5,1,1,0
9758,0.5,0.5,0,1,0.5
9759,1,0.5,1,0,0.5
9760,1,1,0.5,1,0.5
9761,1,0,0,1,1
9762,1,0.5,1,1,1
9763,1,0.5,0.5,0,0
9764,1,0.5,1,1,0
9765,1,0.5,0,1,0
9766,1,0,0.5,0.5,1
9767,1,0,1,1,1
9768,1,0,1,0.5,1
9769,1,0,0,1,1
9770,1,0,0.5,1,1
9771,1,0,0,1,1
9772,1,0.5,0,1,1
9773,0,0,1,0.5,0.5
9774,1,0.5,0.5,1,1
9775,1,0,1,1,1
9776,1,0,1,0.5,1
9777,1,0,1,1,1
9778,1,0.5,0.5,1,1
9779,1,0,0,0.5,1
9780,1,0.5,0,1,1
9781,1,0,0,1,1
9782,1,0,0,1,0.5
9783,1,0.5,1,1,1
9784,1,0.5,1,0.5,0.5
9785,1,0.5,0,0.5,0.5
9786,1,0.5,0.5,1,1
9787,1,0,1,0.5,0.5
9788,1,0,0,1,1
9789,1,0.5,0,0.5,1
9790,0.5,0.5,0.5,0.5,1
9791,1,0,1,0,0.5
9792,1,0.5,0.5,0.5,0.5
9793,1,0,0.5,0,0.5
9794,1,0,0,0,0
9795,1,0,0,0,0
9796,0.5,0,0,0.5,0.5
9797,1,0,1,1,0.5
9798,0.5,0,0.5,0,0
9799,1,0.5,0.5,0.5,1
9800,1,1,0,0.5,1
9801,1,0,0.5,0,0.5
9802,1,0.5,1,0.5,0.5
9803,1,0,0.5,1,0.5
9804,1,0.5,0,1,0.5
9805,1,0,1,0,0.5
9806,0.5,0.5,0,0,0
9807,1,0,0.5,0,0.5
9808,1,0,1,1,0
9809,0.5,0.5,0.5,0.5,0.5
9810,1,0,0,1,0
9811,1,0,1,0,0.5
9812,1,0,0,1,0.5
9813,1,0,1,0,0.5
9814,1,0,1,0,0.5
9815,0.5,0.5,0.5,0,0.5
9816,0,0,0,0.5,0.5
9817,1,0.5,0.5,0.5,0.5
9818,1,0,1,0.5,0.5
9819,1,0.5,0.5,0.5,0.5
9820,1,0,0,1,0.5
9821,0.5,0,1,0,0
9822,1,0,1,0,0.5
9823,1,0.5,0.5,1,1
9824,1,0,0.5,0,0.5
9825,0.5,0.5,0.5,0,0
9826,1,0,1,0,1
9827,1,0,1,0,0.5
9828,1,0.5,0.5,0,1
9829,1,0,0,0.5,0.5
9830,1,0.5,0,0.5,1
9831,1,0.5,0.5,0.5,1
9832,1,0,1,0,0.5
9833,0.5,0.5,0.5,1,0.5
9834,1,0,0.5,0,0.5
9835,1,0.5,1,1,0.5
9836,0,0.5,0,0,0.5
9837,1,0.5,0,0.5,0.5
9838,1,0.5,0,0,0.5
9839,1,0,1,0,0.5
9840,1,0.5,0.5,0.5,1
9841,1,0,1,0,0.5
9842,1,0,1,0,0
9843,1,1,0.5,0.5,0.5
9844,0.5,0,1,0,0.5
9845,1,0,1,0,0.5
9846,1,0.5,1,0.5,0
9847,0.5,0.5,0.5,1,0
9848,0.5,0.5,0.5,0,0.5
9849,0,0.5,0.5,0.5,0.5
9850,0,0.5,1,1,0
9851,1,0.5,1,0,0
9852,1,0.5,0,1,0.5
9853,1,0.5,0,1,1
9854,1,0.5,1,0.5,1
9855,1,0.5,1,1,1
9856,0.5,0.5,1,1,0.5
9857,0.5,1,1,0,0.5
9858,0,0.5,1,1,0.5
9859,0,0.5,1,0.5,0
9860,0.5,0.5,1,1,1
9861,1,0.5,1,0,0.5
9862,0.5,0.5,0,1,1
9863,0.5,0.5,0,1,0.5
9864,1,0.5,0,1,0
9865,0.5,0.5,1,1,0
9866,1,0.5,0.5,1,0
9867,0.5,0.5,0,1,0.5
9868,0,0.5,0,0.5,1
9869,1,0.5,0,0.5,0
9870,1,0.5,1,1,0
9871,1,1,1,0.5,1
9872,1,0.5,1,1,0
9873,1,0.5,1,1,1
9874,0.5,0,0,0.5,1
9875,1,0.5,1,1,1
9876,0,1,1,1,1
9877,1,0.5,0.5,1,1
9878,1,0.5,0.5,0.5,1
9879,1,0.5,1,0.5,1
9880,1,0.5,1,1,1
9881,1,0,0,0,1
9882,1,0,1,1,1
9883,1,0,0.5,1,1
9884,1,0.5,1,1,1
9885,1,0,0.5,1,1
9886,1,0,1,1,1
9887,0.5,0.5,1,1,1
9888,1,0.5,1,0.5,1
9889,1,0,1,1,0.5
9890,0.5,0.5,1,0.5,1
9891,1,0,1,1,1
9892,1,0.5,0,0.5,1
9893,0.5,0.5,0,0.5,1
9894,1,0.5,0,1,1
9895,1,0.5,1,1,1
9896,0,0.5,1,0.5,0.5
9897,1,0.5,0.5,1,1
9898,1,0.5,1,1,1
9899,0.5,0.5,0.5,1,1
9900,1,0.5,1,0.5,1
9901,1,0.5,1,1,1
9902,1,0,0.5,1,1
9903,1,0.5,0.5,1,1
9904,1,0.5,1,0,1
9905,1,0.5,0.5,1,0
9906,0.5,0.5,1,1,0
9907,1,1,0.5,1,0
9908,0.5,0,1,1,1
9909,0.5,0.5,0.5,0.5,1
9910,0.5,0,1,0.5,1
9911,1,0.5,0,1,0.5
9912,1,0,0,1,0
9913,0.5,0.5,0,1,0
9914,1,0.5,0,0.5,0
9915,1,1,1,1,1
9916,1,1,0,0.5,1
9917,1,0,1,0.5,1
9918,1,0,1,0.5,1
9919,1,0,1,0,1
9920,1,0,1,0.5,1
9921,0,0,0.5,0,0
9922,0.5,0,1,0.5,1
9923,0.5,0,1,0.5,1
9924,0.5,0,1,0.5,1
9925,0.5,0,1,0.5,1
9926,0.5,0,1,0.5,1
9927,0.5,0.5,0,1,1
9928,1,0,1,0,1
9929,0.5,0,1,1,0.5
9930,0.5,0,0.5,0.5,1
9931,1,1,1,0.5,1
9932,0.5,0.5,1,0.5,0
9933,1,0,1,0,1
9934,0.5,0,0.5,0.5,0
9935,1,0,0.5,0.5,1
9936,0.5,0,0.5,0.5,1
9937,1,0.5,0.5,0,0.5
9938,0.5,1,0,1,0.5
9939,1,0,0,1,0.5
9940,0.5,0,0,1,0.5
9941,1,0,0,1,0
9942,0.5,0.5,0.5,0.5,1
9943,0.5,0.5,1,0,0
9944,0.5,0.5,1,0.5,0
9945,0.5,0.5,0,1,0.5
9946,1,0,1,1,0
9947,0.5,0.5,0,0,1
9948,0.5,0.5,0,0,1
9949,1,0,0,0,0
9950,1,0.5,0,0,1
9951,0.5,0.5,1,0,0
9952,0.5,0,0,0,1
9953,0.5,0.5,0,0.5,1
9954,0.5,0.5,0,0,1
9955,0.5,0.5,0,0.5,1
9956,0.5,0.5,0,0,1
9957,0.5,0.5,0,0.5,1
9958,0.5,0.5,0,0,1
9959,0.5,0.5,0,0,0
9960,1,0,0,0,1
9961,0,0,0,0,1
9962,1,0,0,0,0
9963,0.5,0,0,0,1
9964,0.5,0.5,0,0,0
9965,0.5,0,0,0,1
9966,0.5,1,0,0,1
9967,1,0,0,0,1
9968,0,0.5,1,0.5,0
9969,1,1,1,0,0.5
9970,0.5,0,0.5,0,1
9971,0,0.5,0.5,0.5,0
9972,0,0.5,0.5,0.5,1
9973,0.5,0.5,0.5,0.5,0.5
9974,0.5,0.5,0,0,0
9975,0.5,0.5,1,0,0.5
9976,1,0.5,0,0,1
9977,1,1,1,1,0.5
9978,0.5,1,0.5,0,0
9979,0.5,0.5,0.5,1,0
9980,1,0.5,0.5,1,1
9981,0,0.5,1,1,0.5
9982,0.5,0.5,1,1,0.5
9983,1,0.5,1,0.5,0
9984,1,0.5,0.5,0.5,0
9985,1,0.5,0.5,0.5,1
9986,0.5,0.5,0,0,0.5
9987,1,0.5,0,1,0.5
9988,0,0.5,1,0,0.5
9989,0.5,1,0,1,0.5
9990,1,0.5,0,1,0
9991,0.5,0.5,0.5,1,0.5
9992,1,1,0,1,0
9993,0,1,1,0.5,0.5
9994,1,1,1,1,0
9995,1,0.5,0,1,1
9996,1,0.5,1,0.5,1
9997,1,0.5,0.5,0,1
9998,0.5,0.5,0,0.5,0.5
9999,1,0.5,0,0,1
10000,1,0.5,1,1,1
10001,1,0.5,0,0,1
10002,1,0.5,0.5,1,1
10003,1,0.5,1,1,1
10004,0,0,0.5,1,0.5
10005,0,0.5,1,1,1
10006,1,0,1,0,0
10007,0,1,0.5,1,0
10008,0.5,0,1,1,0
10009,1,0.5,1,1,1
10010,0.5,1,0.5,0,0
10011,0.5,1,0,0,1
10012,1,0.5,1,0,0
10013,0.5,0.5,0,1,1
10014,1,1,1,1,1
10015,1,0.5,0,1,1
10016,1,0.5,1,0.5,1
10017,1,0.5,1,0.5,0.5
10018,0.5,0,1,0,0.5
10019,1,0.5,0,0,0
10020,1,0.5,0,0.5,1
10021,1,0.5,1,1,0.5
10022,1,0.5,1,0.5,0
10023,1,0.5,1,0,1
10024,0.5,0.5,0.5,0,1
10025,1,0.5,0,0.5,1
10026,1,0.5,0,0,0.5
10027,1,0.5,0,0,1
10028,1,0.5,0,0,0.5
10029,0.5,0.5,1,0.5,1
10030,0,0.5,1,0,1
10031,1,0.5,0,0.5,1
10032,0.5,0.5,0,1,1
10033,1,0.5,0,1,1
10034,1,1,0,1,1
10035,0.5,0.5,0,0,1
10036,1,0.5,0,0.5,0.5
10037,0,0.5,1,0.5,1
10038,0.5,1,0,0,0
10039,1,0.5,0,1,1
10040,0,0.5,0.5,1,1
10041,1,1,1,0.5,1
10042,0.5,0.5,0.5,0.5,1
10043,1,0,1,0.5,1
10044,1,0.5,0,1,1
10045,1,1,0.5,0.5,1
10046,0.5,1,1,1,0.5
10047,0,0.5,0,0,0
10048,0.5,1,1,1,0.5
10049,0.5,1,0,0.5,0.5
10050,0,0.5,1,1,1
10051,1,0.5,0.5,1,1
10052,1,0.5,1,1,0.5
10053,0.5,0.5,1,0,0.5
10054,0.5,0.5,1,1,1
10055,0.5,1,0,0.5,0.5
10056,0.5,0.5,1,0.5,0.5
10057,0.5,1,0,0.5,0
10058,0.5,0.5,0.5,0.5,1
10059,0.5,0.5,1,0.5,1
10060,0.5,0.5,0,1,0
10061,0.5,0.5,0,0.5,0.5
10062,1,0.5,1,1,1
10063,0.5,0.5,0,1,0.5
10064,0.5,0.5,0.5,1,0.5
10065,0.5,0.5,0.5,1,0
10066,0.5,0.5,1,1,0.5
10067,1,0.5,0.5,0.5,1
10068,0.5,0.5,1,0,0
10069,0.5,0,0,0.5,1
10070,0.5,0.5,0,1,1
10071,0.5,0.5,0.5,0.5,1
10072,1,0.5,0,0.5,0.5
10073,1,0.5,1,1,1
10074,1,0.5,0.5,1,0
10075,1,1,1,0.5,0
10076,0.5,0.5,0,0,0.5
10077,1,0.5,0.5,1,0.5
10078,0.5,0.5,0,0,0.5
10079,1,0.5,0,1,0.5
10080,1,0.5,0,1,0.5
10081,0.5,0,1,1,0.5
10082,0.5,0,1,1,1
10083,0,0.5,0.5,1,1
10084,0,0.5,1,0,1
10085,0,0.5,1,0,1
10086,1,0.5,0,1,1
10087,0,0.5,1,1,0
10088,0.5,1,0,0.5,0.5
10089,0.5,0.5,1,0.5,0.5
10090,1,0.5,0,1,1
10091,1,0.5,0,1,1
10092,1,0.5,1,1,1
